,0,1,2,3,4,5
324,23948,3655,Azure Firewall Appliance,NYC Warehouse,441,2025-09-25 08:00:00
325,24479,2420,Azure Rack Server,NYC Warehouse,434,2025-07-29 14:00:00
326,26921,6570,Microsoft Modern Webcam,San Francisco Data Center,161,2025-05-27 17:00:00
327,27662,9797,Azure Rack Server,NYC Warehouse,103,2025-06-02 21:00:00
328,23548,8887,Azure Firewall Appliance,Atlanta Distribution Hub,495,2025-07-31 20:00:00
329,27750,2553,Xbox Wireless Controller,Dallas Data Center,3,2025-10-01 14:00:00
330,21697,8141,Data Center Cooling Unit,Seattle Warehouse,308,2025-08-19 19:00:00
331,21133,5634,Azure Firewall Appliance,Dallas Data Center,85,2025-05-13 18:00:00
332,27238,2526,Surface Docking Station,Houston Warehouse,369,2025-09-01 18:00:00
333,20287,1617,Surface Docking Station,Seattle Warehouse,275,2025-09-20 03:00:00
334,25342,4231,Xbox Series X Console,Seattle Warehouse,326,2025-07-17 12:00:00
335,28871,7923,Azure Network Switch,Atlanta Distribution Hub,366,2025-05-26 08:00:00
336,21918,6478,Microsoft Modern Webcam,LA Warehouse,433,2025-06-22 20:00:00
337,23951,9666,Surface Pen,San Francisco Data Center,476,2025-05-18 15:00:00
338,26045,5730,Azure GPU Node,LA Warehouse,59,2025-08-11 17:00:00
339,26316,4196,Xbox Series S Console,Atlanta Distribution Hub,189,2025-10-04 19:00:00
340,20325,7608,Xbox Series S Console,Seattle Warehouse,476,2025-09-09 12:00:00
341,20446,5445,Azure GPU Node,Houston Warehouse,346,2025-06-10 13:00:00
342,28636,1862,Data Center Cooling Unit,Seattle Warehouse,409,2025-09-06 13:00:00
343,23082,2731,Xbox Series S Console,LA Warehouse,408,2025-05-02 00:00:00
344,27746,2710,Surface Pro 9,Dallas Data Center,108,2025-10-11 03:00:00
345,26924,1958,Data Center Cooling Unit,San Francisco Data Center,149,2025-09-07 09:00:00
346,21513,4156,Microsoft HoloLens 2,NYC Warehouse,283,2025-08-05 13:00:00
347,26482,3760,Xbox Wireless Controller,Houston Warehouse,424,2025-08-29 13:00:00
348,21669,1607,Azure Firewall Appliance,San Francisco Data Center,201,2025-10-26 06:00:00
349,20783,3753,Microsoft HoloLens 2,San Francisco Data Center,346,2025-10-11 13:00:00
350,21873,4598,Surface Pen,Dallas Data Center,43,2025-10-22 13:00:00
351,23521,3115,Surface Pro 9,Dallas Data Center,31,2025-10-15 05:00:00
352,26645,2466,Xbox Series S Console,Atlanta Distribution Hub,167,2025-08-11 12:00:00
353,20605,1383,Xbox Series S Console,Seattle Warehouse,320,2025-05-14 00:00:00
354,25663,8429,Xbox Series X Console,NYC Warehouse,451,2025-06-28 15:00:00
355,22546,2935,Azure Rack Server,Seattle Warehouse,22,2025-05-05 17:00:00
356,25539,5517,Surface Laptop 5,Houston Warehouse,284,2025-08-26 13:00:00
357,26022,8269,Azure Firewall Appliance,Houston Warehouse,322,2025-10-03 02:00:00
358,28795,2772,Xbox Wireless Controller,Houston Warehouse,458,2025-10-18 15:00:00
359,21916,1456,Azure Network Switch,Dallas Data Center,13,2025-10-20 22:00:00
360,26508,5178,Microsoft Audio Dock,Dallas Data Center,308,2025-07-14 18:00:00
361,23282,4543,Azure GPU Node,Seattle Warehouse,211,2025-05-06 15:00:00
362,27306,1408,Surface Duo 2,Chicago Warehouse,486,2025-05-15 10:00:00
363,27395,6515,Surface Docking Station,LA Warehouse,298,2025-08-15 03:00:00
364,28818,3626,Surface Docking Station,NYC Warehouse,480,2025-11-17 22:00:00
365,29281,9398,Azure Storage Array,Atlanta Distribution Hub,51,2025-06-19 21:00:00
366,28203,3657,Surface Laptop 5,LA Warehouse,365,2025-08-21 08:00:00
367,27271,6878,Azure Network Switch,Chicago Warehouse,435,2025-11-11 02:00:00
368,22530,9603,Surface Pen,San Francisco Data Center,96,2025-05-15 06:00:00
369,29016,5410,Surface Duo 2,Atlanta Distribution Hub,408,2025-10-14 23:00:00
370,28532,2912,Surface Pro 9,NYC Warehouse,183,2025-11-03 18:00:00
371,21595,3579,Microsoft HoloLens 2,LA Warehouse,138,2025-09-08 21:00:00
372,22780,8984,Microsoft Audio Dock,Chicago Warehouse,270,2025-11-22 12:00:00
373,24255,1579,Azure GPU Node,San Francisco Data Center,336,2025-09-09 02:00:00
374,28069,2740,Azure Storage Array,Dallas Data Center,372,2025-10-04 00:00:00
375,24001,6722,Surface Pro 9,LA Warehouse,306,2025-09-22 14:00:00
376,29556,2034,Surface Headphones 2,Dallas Data Center,154,2025-11-21 17:00:00
377,22769,7462,Xbox Series S Console,Seattle Warehouse,304,2025-11-20 15:00:00
378,29232,9532,Xbox Elite Controller,Atlanta Distribution Hub,122,2025-08-04 15:00:00
379,29418,3322,Azure Firewall Appliance,Seattle Warehouse,112,2025-09-18 07:00:00
380,23610,8186,Azure Network Switch,NYC Warehouse,422,2025-06-05 02:00:00
381,21659,9035,Data Center Cooling Unit,Houston Warehouse,199,2025-09-12 00:00:00
382,21009,6140,Xbox Wireless Controller,Atlanta Distribution Hub,20,2025-11-17 12:00:00
383,25822,6183,Xbox Series S Console,Seattle Warehouse,4,2025-08-04 07:00:00
384,22525,1402,Xbox Elite Controller,Seattle Warehouse,259,2025-10-20 15:00:00
385,29635,1075,Microsoft Audio Dock,LA Warehouse,400,2025-11-22 06:00:00
386,21692,9190,Azure GPU Node,San Francisco Data Center,290,2025-09-19 11:00:00
387,22895,9622,Microsoft Modern Webcam,Houston Warehouse,459,2025-06-29 22:00:00
388,28911,2512,Microsoft Audio Dock,Dallas Data Center,467,2025-07-29 08:00:00
389,29462,4179,Surface Laptop 5,Houston Warehouse,17,2025-06-28 13:00:00
390,25873,4312,Azure Storage Array,Chicago Warehouse,437,2025-08-17 04:00:00
391,23996,7290,Surface Headphones 2,NYC Warehouse,241,2025-07-27 05:00:00
392,29933,7287,Microsoft Modern Webcam,NYC Warehouse,418,2025-07-06 03:00:00
393,26726,1796,Surface Headphones 2,NYC Warehouse,142,2025-07-08 20:00:00
394,29820,2456,Surface Headphones 2,Dallas Data Center,389,2025-06-07 07:00:00
395,20851,7108,Microsoft HoloLens 2,Chicago Warehouse,45,2025-10-09 08:00:00
396,22157,6092,Data Center Cooling Unit,Houston Warehouse,467,2025-05-16 03:00:00
397,22451,4774,Microsoft Modern Webcam,San Francisco Data Center,41,2025-06-03 13:00:00
398,28288,9068,Azure Storage Array,San Francisco Data Center,460,2025-06-27 09:00:00
399,28968,2475,Xbox Elite Controller,Dallas Data Center,298,2025-07-04 20:00:00
400,25379,4645,Microsoft Audio Dock,LA Warehouse,233,2025-08-21 00:00:00
401,21958,6919,Surface Go 3,Atlanta Distribution Hub,470,2025-08-11 19:00:00
402,25469,4310,Azure Network Switch,Dallas Data Center,200,2025-08-23 22:00:00
403,28473,1932,Surface Laptop 5,Dallas Data Center,161,2025-06-16 02:00:00
404,25978,1851,Azure Rack Server,Houston Warehouse,163,2025-09-06 06:00:00
405,22547,1432,Xbox Elite Controller,Atlanta Distribution Hub,496,2025-06-11 09:00:00
406,29804,3853,Surface Laptop 5,Dallas Data Center,57,2025-10-11 01:00:00
407,21121,3351,Xbox Wireless Controller,NYC Warehouse,228,2025-06-09 01:00:00
408,26927,9677,Microsoft Modern Webcam,San Francisco Data Center,346,2025-07-09 03:00:00
409,24114,3843,Azure Firewall Appliance,San Francisco Data Center,367,2025-05-30 23:00:00
410,29065,4043,Xbox Series S Console,LA Warehouse,305,2025-08-30 02:00:00
411,21750,3203,Azure GPU Node,Atlanta Distribution Hub,463,2025-09-12 07:00:00
412,24103,2374,Xbox Wireless Controller,Seattle Warehouse,171,2025-08-01 21:00:00
413,26820,6521,Surface Docking Station,Dallas Data Center,459,2025-05-13 00:00:00
414,29192,9704,Surface Laptop 5,San Francisco Data Center,341,2025-11-03 03:00:00
415,29453,5803,Surface Laptop 5,LA Warehouse,87,2025-05-31 09:00:00
416,20886,3637,Xbox Elite Controller,Dallas Data Center,437,2025-06-05 05:00:00
417,20439,2119,Surface Headphones 2,Atlanta Distribution Hub,495,2025-08-02 23:00:00
418,28403,5330,Microsoft HoloLens 2,NYC Warehouse,271,2025-06-19 02:00:00
419,22287,7306,Azure Network Switch,Houston Warehouse,294,2025-11-06 15:00:00
420,22454,3422,Data Center Cooling Unit,Atlanta Distribution Hub,370,2025-11-08 09:00:00
421,21660,6935,Data Center Cooling Unit,NYC Warehouse,253,2025-11-11 11:00:00
422,26595,3868,Surface Duo 2,Chicago Warehouse,160,2025-10-20 15:00:00
423,29395,4809,Azure GPU Node,Atlanta Distribution Hub,315,2025-11-03 16:00:00
424,24219,1195,Microsoft Modern Webcam,Chicago Warehouse,496,2025-06-04 12:00:00
425,29124,6168,Xbox Series X Console,Dallas Data Center,18,2025-05-18 15:00:00
426,29561,7440,Xbox Series X Console,Atlanta Distribution Hub,432,2025-07-29 20:00:00
427,20627,1466,Surface Laptop 5,Houston Warehouse,128,2025-10-30 00:00:00
428,21637,4899,Surface Headphones 2,NYC Warehouse,493,2025-06-11 05:00:00
429,21477,1167,Xbox Series S Console,Chicago Warehouse,204,2025-11-18 11:00:00
430,26826,6972,Surface Duo 2,LA Warehouse,140,2025-07-10 01:00:00
431,28011,2270,Surface Headphones 2,Atlanta Distribution Hub,427,2025-07-26 06:00:00
432,25424,1758,Azure Storage Array,Atlanta Distribution Hub,302,2025-06-14 02:00:00
433,29820,6247,Microsoft Audio Dock,LA Warehouse,318,2025-07-26 09:00:00
434,20643,1922,Microsoft Modern Webcam,Chicago Warehouse,490,2025-07-25 14:00:00
435,22758,2697,Microsoft Modern Webcam,LA Warehouse,72,2025-06-04 10:00:00
436,25734,2418,Microsoft HoloLens 2,Houston Warehouse,177,2025-10-04 21:00:00
437,25755,9568,Xbox Wireless Controller,San Francisco Data Center,131,2025-11-03 03:00:00
438,24700,7289,Xbox Wireless Controller,Dallas Data Center,336,2025-10-28 08:00:00
439,27513,3272,Azure Network Switch,Dallas Data Center,321,2025-09-09 02:00:00
440,29054,7404,Xbox Series X Console,Houston Warehouse,278,2025-10-16 17:00:00
441,28112,6602,Azure Network Switch,Chicago Warehouse,213,2025-10-02 17:00:00
442,29445,2636,Surface Docking Station,San Francisco Data Center,470,2025-07-29 08:00:00
443,26914,1021,Azure Storage Array,LA Warehouse,110,2025-07-01 13:00:00
444,29054,7946,Surface Docking Station,San Francisco Data Center,391,2025-06-28 15:00:00
445,20715,7879,Microsoft Modern Webcam,Houston Warehouse,350,2025-07-14 11:00:00
446,26135,7547,Surface Docking Station,NYC Warehouse,456,2025-06-18 00:00:00
447,29814,1184,Surface Headphones 2,Houston Warehouse,123,2025-07-18 08:00:00
448,21055,2463,Surface Go 3,NYC Warehouse,19,2025-09-06 13:00:00
449,29094,3801,Data Center Cooling Unit,San Francisco Data Center,216,2025-09-16 19:00:00
450,28455,8578,Surface Headphones 2,Dallas Data Center,280,2025-09-05 00:00:00
451,23378,8109,Surface Docking Station,San Francisco Data Center,290,2025-06-10 08:00:00
452,27237,5513,Surface Laptop 5,LA Warehouse,154,2025-06-27 20:00:00
453,25326,3383,Azure Network Switch,NYC Warehouse,0,2025-08-27 06:00:00
454,22361,4652,Azure Storage Array,Atlanta Distribution Hub,395,2025-08-17 05:00:00
455,26605,7862,Xbox Wireless Controller,San Francisco Data Center,319,2025-06-29 08:00:00
456,24324,2845,Azure Firewall Appliance,Dallas Data Center,202,2025-11-04 11:00:00
457,21049,1590,Microsoft Modern Webcam,Atlanta Distribution Hub,263,2025-06-22 23:00:00
458,21780,6049,Xbox Elite Controller,Seattle Warehouse,388,2025-11-24 16:00:00
459,26249,6539,Microsoft Audio Dock,Atlanta Distribution Hub,393,2025-09-22 12:00:00
460,27805,3483,Xbox Elite Controller,Houston Warehouse,415,2025-05-26 23:00:00
461,23356,7054,Surface Pro 9,Atlanta Distribution Hub,47,2025-07-22 20:00:00
462,25493,8862,Azure Rack Server,NYC Warehouse,287,2025-05-18 12:00:00
463,20254,3549,Surface Pro 9,San Francisco Data Center,135,2025-06-09 22:00:00
464,25528,3950,Xbox Wireless Controller,Dallas Data Center,311,2025-09-23 22:00:00
465,25707,5572,Surface Headphones 2,NYC Warehouse,309,2025-07-13 16:00:00
466,23965,4924,Xbox Elite Controller,NYC Warehouse,243,2025-09-20 20:00:00
467,23214,1845,Azure Rack Server,Chicago Warehouse,445,2025-05-04 15:00:00
468,25066,9416,Data Center Cooling Unit,San Francisco Data Center,422,2025-09-08 14:00:00
469,20392,6229,Azure Storage Array,Houston Warehouse,96,2025-11-19 07:00:00
470,26768,7236,Azure Firewall Appliance,Dallas Data Center,437,2025-08-07 06:00:00
471,21313,4303,Surface Go 3,Dallas Data Center,74,2025-08-05 17:00:00
472,21600,4413,Xbox Elite Controller,NYC Warehouse,198,2025-11-10 01:00:00
473,23244,9592,Surface Pen,Atlanta Distribution Hub,273,2025-10-26 02:00:00
474,20103,4193,Xbox Elite Controller,Chicago Warehouse,483,2025-09-22 00:00:00
475,28758,9019,Surface Docking Station,Chicago Warehouse,172,2025-09-10 14:00:00
476,21723,7812,Surface Docking Station,Seattle Warehouse,412,2025-11-13 05:00:00
477,25901,6154,Surface Duo 2,NYC Warehouse,263,2025-09-09 02:00:00
478,29036,4761,Xbox Series S Console,LA Warehouse,401,2025-09-11 19:00:00
479,27193,6958,Azure Storage Array,San Francisco Data Center,489,2025-07-17 17:00:00
480,24986,1167,Azure GPU Node,Atlanta Distribution Hub,169,2025-11-22 18:00:00
481,22600,9354,Xbox Wireless Controller,NYC Warehouse,198,2025-11-02 06:00:00
482,26599,2240,Azure Firewall Appliance,Dallas Data Center,142,2025-10-07 12:00:00
483,24805,7182,Microsoft Modern Webcam,San Francisco Data Center,253,2025-05-30 03:00:00
484,24451,7310,Surface Go 3,LA Warehouse,448,2025-09-07 01:00:00
485,28006,1132,Xbox Wireless Controller,Chicago Warehouse,440,2025-11-24 23:00:00
486,29284,1479,Microsoft Modern Webcam,San Francisco Data Center,232,2025-08-12 17:00:00
487,25124,5295,Azure Firewall Appliance,Seattle Warehouse,107,2025-10-09 04:00:00
488,25111,5168,Microsoft Modern Webcam,Dallas Data Center,224,2025-07-29 09:00:00
489,23533,9723,Xbox Series X Console,Dallas Data Center,141,2025-09-07 20:00:00
490,20537,1388,Surface Pro 9,Chicago Warehouse,284,2025-11-15 22:00:00
491,23227,5091,Data Center Cooling Unit,LA Warehouse,6,2025-07-29 08:00:00
492,24619,1041,Xbox Wireless Controller,Chicago Warehouse,256,2025-07-05 15:00:00
493,27882,8420,Surface Pen,Dallas Data Center,180,2025-06-01 13:00:00
494,24917,2507,Data Center Cooling Unit,Atlanta Distribution Hub,297,2025-05-10 18:00:00
495,28171,2660,Surface Docking Station,Atlanta Distribution Hub,306,2025-11-11 22:00:00
496,22401,5875,Azure Rack Server,LA Warehouse,126,2025-11-22 11:00:00
497,23667,3499,Microsoft HoloLens 2,San Francisco Data Center,388,2025-05-07 03:00:00
498,22376,7229,Microsoft Audio Dock,Dallas Data Center,438,2025-11-18 08:00:00
499,23095,1541,Surface Duo 2,Chicago Warehouse,411,2025-05-05 07:00:00
500,25104,9206,Surface Duo 2,NYC Warehouse,131,2025-09-24 11:00:00
501,23432,5722,Azure Rack Server,Seattle Warehouse,101,2025-07-16 02:00:00
502,25835,1969,Data Center Cooling Unit,San Francisco Data Center,321,2025-06-26 09:00:00
503,23122,8710,Data Center Cooling Unit,Houston Warehouse,246,2025-09-07 09:00:00
504,24204,7218,Microsoft Modern Webcam,LA Warehouse,266,2025-05-25 22:00:00
505,20885,8547,Surface Pro 9,Seattle Warehouse,28,2025-08-04 23:00:00
506,29702,7628,Xbox Series X Console,Seattle Warehouse,292,2025-06-27 19:00:00
507,24412,7277,Surface Go 3,San Francisco Data Center,424,2025-10-27 01:00:00
508,27407,7167,Microsoft Modern Webcam,Seattle Warehouse,109,2025-06-17 10:00:00
509,22899,7102,Azure GPU Node,Houston Warehouse,417,2025-10-01 20:00:00
510,25124,1454,Azure Firewall Appliance,Dallas Data Center,480,2025-08-22 23:00:00
511,21557,3094,Surface Pen,Houston Warehouse,238,2025-06-06 03:00:00
512,25865,6177,Surface Pro 9,NYC Warehouse,248,2025-10-26 19:00:00
513,20025,2816,Microsoft Audio Dock,LA Warehouse,413,2025-05-12 14:00:00
514,20895,1782,Surface Pen,Chicago Warehouse,232,2025-09-06 07:00:00
515,27204,1497,Microsoft Audio Dock,Seattle Warehouse,399,2025-09-25 13:00:00
516,27241,3274,Xbox Elite Controller,Atlanta Distribution Hub,238,2025-08-29 02:00:00
517,23296,6318,Surface Headphones 2,Houston Warehouse,398,2025-09-13 02:00:00
518,24154,6766,Surface Go 3,Houston Warehouse,155,2025-06-19 17:00:00
519,22709,6927,Surface Pen,Atlanta Distribution Hub,84,2025-08-24 22:00:00
520,28548,1900,Azure Storage Array,NYC Warehouse,294,2025-09-21 21:00:00
521,23321,5529,Azure Storage Array,NYC Warehouse,333,2025-08-18 14:00:00
522,20538,7684,Xbox Series S Console,Dallas Data Center,139,2025-11-15 08:00:00
523,25457,1979,Surface Duo 2,LA Warehouse,270,2025-05-17 06:00:00
524,28592,1848,Microsoft HoloLens 2,LA Warehouse,116,2025-10-21 10:00:00
525,23917,8801,Data Center Cooling Unit,Atlanta Distribution Hub,307,2025-05-26 05:00:00
526,26250,9626,Microsoft Audio Dock,Seattle Warehouse,348,2025-08-17 13:00:00
527,22222,2459,Azure Network Switch,LA Warehouse,378,2025-07-24 05:00:00
528,28561,7318,Surface Laptop 5,LA Warehouse,118,2025-10-29 16:00:00
529,27770,6428,Azure GPU Node,LA Warehouse,178,2025-07-31 04:00:00
530,23578,5713,Surface Docking Station,San Francisco Data Center,162,2025-08-12 08:00:00
531,20041,5166,Xbox Series X Console,Chicago Warehouse,317,2025-06-28 00:00:00
532,27451,3289,Xbox Wireless Controller,Dallas Data Center,62,2025-08-10 11:00:00
533,21079,3380,Xbox Series X Console,LA Warehouse,324,2025-07-09 21:00:00
534,28155,6295,Surface Docking Station,Atlanta Distribution Hub,41,2025-06-13 13:00:00
535,26678,6671,Surface Duo 2,Seattle Warehouse,281,2025-09-13 18:00:00
536,25009,5693,Xbox Elite Controller,NYC Warehouse,24,2025-07-22 07:00:00
537,20403,2388,Microsoft Modern Webcam,Chicago Warehouse,487,2025-10-02 02:00:00
538,24143,6389,Surface Laptop 5,Seattle Warehouse,80,2025-07-21 21:00:00
539,20127,9018,Azure Rack Server,Dallas Data Center,486,2025-08-16 16:00:00
540,24028,6423,Azure GPU Node,Houston Warehouse,179,2025-09-29 09:00:00
541,20322,4818,Surface Laptop 5,Atlanta Distribution Hub,424,2025-08-02 21:00:00
542,26030,7006,Surface Headphones 2,Chicago Warehouse,184,2025-11-01 18:00:00
543,21039,3044,Xbox Series X Console,Houston Warehouse,88,2025-07-11 01:00:00
544,26648,1351,Surface Headphones 2,Houston Warehouse,416,2025-09-09 22:00:00
545,24290,3836,Xbox Elite Controller,LA Warehouse,461,2025-09-24 01:00:00
546,29709,9989,Xbox Wireless Controller,LA Warehouse,312,2025-09-06 03:00:00
547,28678,1835,Surface Headphones 2,Houston Warehouse,312,2025-07-30 00:00:00
548,20309,4833,Surface Pro 9,NYC Warehouse,179,2025-08-29 21:00:00
549,28192,2503,Surface Pro 9,NYC Warehouse,114,2025-11-11 05:00:00
550,28955,5691,Surface Pro 9,Houston Warehouse,197,2025-06-09 20:00:00
551,28059,2162,Microsoft Modern Webcam,San Francisco Data Center,306,2025-05-11 21:00:00
552,20201,4654,Microsoft HoloLens 2,Seattle Warehouse,474,2025-09-23 14:00:00
553,28937,4316,Surface Pro 9,Dallas Data Center,184,2025-11-16 03:00:00
554,25821,7024,Surface Pen,LA Warehouse,181,2025-05-03 02:00:00
555,25699,4027,Surface Headphones 2,Houston Warehouse,403,2025-10-13 15:00:00
556,20622,2728,Azure Network Switch,Chicago Warehouse,227,2025-10-28 13:00:00
557,28438,4076,Microsoft Audio Dock,Chicago Warehouse,72,2025-10-11 07:00:00
558,24528,4078,Surface Laptop 5,Seattle Warehouse,32,2025-07-01 00:00:00
559,29970,7044,Microsoft Audio Dock,Chicago Warehouse,395,2025-08-22 12:00:00
560,22375,9544,Azure Firewall Appliance,Dallas Data Center,498,2025-09-29 04:00:00
561,29717,3381,Azure Firewall Appliance,Dallas Data Center,338,2025-11-20 07:00:00
562,28810,1129,Xbox Series X Console,Seattle Warehouse,444,2025-09-17 04:00:00
563,25818,7541,Xbox Series X Console,Dallas Data Center,94,2025-09-08 03:00:00
564,28910,9721,Surface Pro 9,San Francisco Data Center,212,2025-06-03 14:00:00
565,27631,7193,Surface Duo 2,San Francisco Data Center,3,2025-06-20 23:00:00
566,25725,8615,Surface Pen,Atlanta Distribution Hub,406,2025-05-24 14:00:00
567,23240,5788,Surface Pen,NYC Warehouse,390,2025-08-13 01:00:00
568,24322,6035,Microsoft HoloLens 2,Chicago Warehouse,266,2025-10-18 18:00:00
569,27955,1926,Azure Network Switch,San Francisco Data Center,360,2025-10-06 14:00:00
570,23807,3025,Azure Rack Server,Dallas Data Center,499,2025-06-26 23:00:00
571,23242,9381,Xbox Series S Console,Atlanta Distribution Hub,215,2025-08-07 19:00:00
572,21965,6175,Azure Rack Server,NYC Warehouse,321,2025-08-21 11:00:00
573,26476,5838,Surface Laptop 5,Atlanta Distribution Hub,235,2025-08-09 00:00:00
574,26392,8280,Surface Go 3,Houston Warehouse,374,2025-10-15 20:00:00
575,20232,9331,Microsoft Audio Dock,Dallas Data Center,417,2025-06-23 18:00:00
576,24734,5273,Azure Network Switch,San Francisco Data Center,10,2025-07-24 21:00:00
577,29943,7000,Azure Storage Array,Houston Warehouse,486,2025-05-09 00:00:00
578,28649,3296,Surface Docking Station,Houston Warehouse,444,2025-11-19 16:00:00
579,26661,9382,Surface Docking Station,San Francisco Data Center,274,2025-06-04 04:00:00
